word,freq
venison,9
,
charge,9
,
pesto,9
,
temperature,9
,
espresso,9
,
ticket,9
,
oyster,9
,
diner,9
,
stomach,9
,
eat,9
,
lemon,9
,
noodle,9
,
tempura,9
,
tasty,9
,
"restaurant,las",9
,
lighting,9
,
at,9
,
setting,9
,
neighborhood,9
,
mango,9
,
light,9
,
curry,9
,
start,9
,
combo,9
,
brother,9
,
valley,9
,
slaw,9
,
question,9
,
island,9
,
foie,9
,
plan,8
,
ayce,8
,
request,8
,
drive,8
,
mile,8
,
pan,8
,
favorite,8
,
plain,8
,
fee,8
,
mein,8
,
sense,8
,
tap,8
,
latte,8
,
delivery,8
,
d,8
,
pineapple,8
,
george,8
,
guacamole,8
,
snack,8
,
dollar,8
,
ranch,8
,
perfect,8
,
alcohol,8
,
jack,8
,
cheesy,8
,
stop,8
,
cozy,8
,
chinese,8
,
apps,8
,
tuesday,8
,
eating,8
,
interior,8
,
industry,8
,
take,8
,
jerk,8
,
luncheon,8
,
sashimi,8
,
bowls,8
,
bellagio,8
,
law,8
,
pepperoni,8
,
club,8
,
future,8
,
gf,8
,
tax,8
,
st,8
,
"cafe,las",8
,
legs,8
,
pager,8
,
carpaccio,8
,
total,8
,
highlight,8
,
"grill,las",8
,
section,8
,
sure,8
,
bag,8
,
fountain,8
,
father,8
,
garden,8
,
sunday,7
,
sauerkraut,7
,
self,7
,
japanese,7
,
banana,7
,
wedge,7
,
opportunity,7
,
hell,7
,
eater,7
,
coconut,7
,
alfredo,7
,
face,7
,
tortilla,7
,
comfort,7
,
story,7
,
restroom,7
,
gourmet,7
,
noise,7
,
california,7
,
glad,7
,
tartare,7
,
"restaurant,charlotte+",7
,
past,7
,
situation,7
,
angus,7
,
band,7
,
average,7
,
opening,7
,
rare,7
,
kick,7
,
worth,7
,
country,7
,
keg,7
,
ton,7
,
jamie,7
,
resort,7
,
delight,7
,
sweetness,7
,
robin,7
,
caramel,7
,
difference,7
,
-,7
,
month,7
,
edinburgh,7
,
hit,7
,
biscuit,7
,
spirit,7
,
cuisine,7
,
guest,7
,
denny,7
,
hint,7
,
oh,7
,
gnocchi,7
,
mozzarella,7
,
hurry,7
,
function,7
,
god,7
,
cook,7
,
okay,7
,
france,7
,
root,7
,
tray,7
,
version,7
,
cabbage,7
,
santa,7
,
cauliflower,7
,
amazing,7
,
dozen,7
,
stay,7
,
receipt,7
,
monday,7
,
dirty,7
,
on,7
,
cookie,7
,
cooking,7
,
feeling,7
,
companion,7
,
smokehouse,6
,
bell,6
,
arugula,6
,
haha,6
,
effort,6
,
tart,6
,
mash,6
,
walk,6
,
turn,6
,
tenderloin,6
,
apology,6
,
mini,6
,
lover,6
,
l,6
,
help,6
,
fare,6
,
plus,6
,
spaghetti,6
,
ginger,6
,
rush,6
,
vacation,6
,
break,6
,
consistency,6
,
decoration,6
,
s,6
,
br,6
,
kung,6
,
farm,6
,
ten,6
,
bistro,6
,
score,6
,
takeout,6
,
fireplace,6
,
fashion,6
,
decision,6
,
chow,6
,
everybody,6
,
exception,6
,
poutine,6
,
church,6
,
mustard,6
,
by,6
,
coleslaw,6
,
pappardelle,6
,
boy,6
,
fry,6
,
example,6
,
cherry,6
,
"dining,las",6
,
pricy,6
,
lasagna,6
,
feta,6
,
"bar,las",6
,
confit,6
,
"grill,phoenix+",6
,
pink,6
,
bed,6
,
confirmation,6
,
oz,6
,
loin,6
,
savory,6
,
distillery,6
,
cleveland,6
,
credit,6
,
host,6
,
member,6
,
mean,6
,
occasion,6
,
memory,6
,
photo,6
,
impression,6
,
entrance,6
,
range,6
,
octopus,6
,
lobby,6
,
tower,6
,
squash,6
,
chowder,6
,
queso,6
,
skin,6
,
sake,6
,
theater,6
,
**,6
,
plaza,6
,
chewy,6
,
wok,6
,
cor,6
,
dip,6
,
kobe,6
,
talk,6
,
recommendation,6
,
palace,6
,
crowds,6
,
chris,6
,
song,6
,
desk,6
,
luck,6
,
paste,6
,
knowledge,6
,
description,6
,
smoke,6
,
ride,6
,
coworker,6
,
xmas,5
,
fire,5
,
tzatziki,5
,
grey,5
,
pace,5
,
pay,5
,
plastic,5
,
pancake,5
,
"70,toronto+",5
,
product,5
,
ricotta,5
,
penne,5
,
update,5
,
air,5
,
enchilada,5
,
pick,5
,
wing,5
,
pao,5
,
assortment,5
,
hall,5
,
shame,5
,
celebration,5
,
divine,5
,
crunchy,5
,
tiramisu,5
,
mess,5
,
charlotte,5
,
joke,5
,
window,5
,
..,5
,
entertainment,5
,
supreme,5
,
stand,5
,
el,5
,
shawarma,5
,
cheeseburger,5
,
chip,5
,
hope,5
,
asparagus,5
,
p.m.,5
,
cute,5
,
stuffed,5
,
scallop,5
,
juice,5
,
hunan,5
,
spoon,5
,
brie,5
,
sight,5
,
catering,5
,
jar,5
,
texas,5
,
tail,5
,
fixe,5
,
congee,5
,
meatball,5
,
candy,5
,
crisp,5
,
volume,5
,
lo,5
,
ground,5
,
package,5
,
awhile,5
,
praise,5
,
furniture,5
,
mi,5
,
fault,5
,
chai,5
,
hot,5
,
omelette,5
,
lake,5
,
board,5
,
sea,5
,
exchange,5
,
veal,5
,
waitstaff,5
,
nutella,5
,
brulee,5
,
step,5
,
layer,5
,
square,5
,
background,5
,
brussel,5
,
gal,5
,
property,5
,
cane,5
,
burritos,5
,
gras,5
,
soda,5
,
hash,5
,
brand,5
,
elevator,5
,
"house,las",5
,
twist,5
,
madison,5
,
factory,5
,
trouble,5
,
promotion,5
,
west,5
,
downtown,5
,
email,5
,
machine,5
,
contact,5
,
shirt,5
,
celery,5
,
notice,5
,
beginning,5
,
stroller,5
,
scene,5
,
katsu,5
,
ny,5
,
quesadilla,5
,
run,5
,
decent,5
,
yum,5
,
gentleman,5
,
parmesan,5
,
"restaurants,edinburgh+",5
,
paper,5
,
tab,5
,
appetite,5
,
lime,5
,
albanach,5
,
ask,5
,
super,5
,
ipa,5
,
ketchup,5
,
"bar,toronto+",5
,
mention,5
,
eatery,5
,
peach,5
,
advice,5
,
form,5
,
p.s,5
,
sundae,5
,
pass,5
,
bark,5
,
walking,5
,
marrow,5
,
breading,5
,
airport,5
,
lee,5
,
w,5
,
tag,4
,
summer,4
,
good,4
,
ray,4
,
poisoning,4
,
"cellar,las",4
,
enrique,4
,
de,4
,
croissant,4
,
disaster,4
,
dosa,4
,
lit,4
,
return,4
,
maggie,4
,
grand,4
,
"place,the",4
,
japan,4
,
yellowtail,4
,
"kitchen,las",4
,
scratch,4
,
pub,4
,
vincent,4
,
attempt,4
,
"christmas,the",4
,
brewing,4
,
velvet,4
,
register,4
,
draft,4
,
gyro,4
,
wheat,4
,
therapy,4
,
budget,4
,
nao,4
,
male,4
,
blast,4
,
voice,4
,
suggestion,4
,
michael,4
,
fiance,4
,
horse,4
,
simple,4
,
"restaurant,toronto+",4
,
fat,4
,
braddah,4
,
eddie,4
,
masa,4
,
pitta,4
,
barbecue,4
,
bulgogi,4
,
preparation,4
,
please,4
,
drop,4
,
grocery,4
,
wrap,4
,
ha,4
,
sal,4
,
toilet,4
,
prime,4
,
park,4
,
rye,4
,
dog,4
,
stir,4
,
cranberry,4
,
outlet,4
,
balance,4
,
downside,4
,
yeah,4
,
york+,4
,
ra,4
,
buffalo,4
,
carne,4
,
fancy,4
,
guac,4
,
craft,4
,
craving,4
,
special,4
,
butternut,4
,
towel,4
,
reality,4
,
state,4
,
process,4
,
bruschetta,4
,
vodka,4
,
cupcake,4
,
majority,4
,
rabbit,4
,
december,4
,
quinoa,4
,
go,4
,
organization,4
,
bonus,4
,
double,4
,
leg,4
,
express,4
,
char,4
,
"hotel,las",4
,
take-out,4
,
crisps,4
,
cora,4
,
hrs,4
,
culture,4
,
odd,4
,
steam,4
,
miso,4
,
female,4
,
/,4
,
nachos,4
,
blt,4
,
toy,4
,
fianc,4
,
icing,4
,
ramen,4
,
peppermint,4
,
freeway,4
,
hospitality,4
,
pure,4
,
south,4
,
closing,4
,
entr,4
,
avenue,4
,
football,4
,
find,4
,
fridge,4
,
bay,4
,
century,4
,
potion,4
,
watermelon,4
,
etc,4
,
kale,4
,
nope,4
,
wynn,4
,
quaint,4
,
"spoon,las",4
,
ass,4
,
mimi,4
,
vip,4
,
american,4
,
signature,4
,
liking,4
,
pastry,4
,
purchase,4
,
upstairs,4
,
strawberry,4
,
forth,4
,
crew,4
,
spiciness,4
,
cucumber,4
,
refund,4
,
brazilian,4
,
hanger,4
,
rack,4
,
ribeye,4
,
fraction,4
,
cilantro,4
,
pretzel,4
,
paladar,4
,
booking,4
,
heard,4
,
buffallo,4
,
chorro,4
,
"grill,toronto+",4
,
quarter,4
,
heaven,4
,
lemonade,4
,
serving,4
,
jalape,4
,
accident,4
,
oven,4
,
caf,4
,
tostada,4
,
language,4
,
piano,4
,
wish,4
,
ciabatta,4
,
staffed,4
,
nobody,4
,
jose,4
,
truck,4
,
row,4
,
buca,4
,
check-in,4
,
button,4
,
ball,4
,
v,4
,
gathering,4
,
comparison,4
,
joy,4
,
gin,4
,
cousin,4
,
doubt,4
,
ceiling,4
,
assistant,4
,
premium,4
,
living,4
,
johnny,4
,
asada,4
,
meringue,4
,
brownie,4
,
adult,4
,
suite,4
,
blossom,4
,
filipino,4
,
wise,4
,
thick,4
,
clam,4
,
pita,4
,
post,4
,
meatloaf,4
,
appearance,4
,
patron,4
,
twenty,4
,
watery,4
,
nut,4
,
macaroni,4
,
"house,scottsdale+",4
,
carte,4
,
bakery,4
,
chaos,4
,
valley+,4
,
homemade,4
,
ed,4
,
deli,4
,
offer,4
,
inch,4
,
sit,4
,
toddler,4
,
personality,4
,
variation,4
,
waste,4
,
portobello,4
,
shack,4
,
jus,3
,
class,3
,
kimchi,3
,
pinot,3
,
vindaloo,3
,
child,3
,
cutlery,3
,
grub,3
,
wagyu,3
,
ingredient,3
,
beware,3
,
sesame,3
,
pilaf,3
,
fruity,3
,
.i,3
,
bustling,3
,
scottsdale,3
,
herbs,3
,
frame,3
,
pause,3
,
news,3
,
website,3
,
parfait,3
,
grease,3
,
accurate,3
,
needless,3
,
poblano,3
,
site,3
,
tom,3
,
copper,3
,
venture,3
,
siri,3
,
link,3
,
berry,3
,
thicker,3
,
east,3
,
hair,3
,
sample,3
,
tourist,3
,
pint,3
,
barrel,3
,
thali,3
,
mandalay,3
,
stuck,3
,
vinegar,3
,
district,3
,
dec,3
,
paprikash,3
,
cabin,3
,
stephanie,3
,
left,3
,
breast,3
,
basement,3
,
karaoke,3
,
naan,3
,
greek,3
,
easter,3
,
heck,3
,
shift,3
,
tare,3
,
prix,3
,
kill,3
,
paella,3
,
weather,3
,
mint,3
,
creek+,3
,
jambalaya,3
,
cole-slaw,3
,
"money,the",3
,
"wollensky,las",3
,
artwork,3
,
cheer,3
,
travel,3
,
noon,3
,
w/,3
,
runner,3
,
"sugar,henderson+",3
,
homeless,3
,
et,3
,
boring,3
,
mixture,3
,
dine,3
,
ramsay,3
,
sip,3
,
smith,3
,
cleanliness,3
,
neck,3
,
deliciousness,3
,
someplace,3
,
layout,3
,
playing,3
,
"bellagio,las",3
,
"cuisine,markham+",3
,
cider,3
,
"wine,phoenix+",3
,
os,3
,
executive,3
,
stock,3
,
ppl,3
,
wonton,3
,
canolis,3
,
francesca,3
,
grass,3
,
freshness,3
,
topping,3
,
eggplant,3
,
hk,3
,
macaron,3
,
reg,3
,
heater,3
,
planner,3
,
nigri,3
,
account,3
,
hole,3
,
guard,3
,
program,3
,
bathtub,3
,
loud,3
,
arizona,3
,
wonderland,3
,
stout,3
,
pimento,3
,
broccoli,3
,
justin,3
,
border,3
,
beautiful,3
,
hamburger,3
,
shape,3
,
drove,3
,
wheel,3
,
answer,3
,
benedict,3
,
"rooste,phoenix+",3
,
sky,3
,
pleasure,3
,
florida,3
,
pinball,3
,
superb,3
,
theme,3
,
oxtail,3
,
glasgow,3
,
eh,3
,
stone,3
,
inconvenience,3
,
pancetta,3
,
charcoal,3
,
pricing,3
,
payment,3
,
enchiladas,3
,
palms,3
,
"king,las",3
,
bagel,3
,
outback,3
,
wednesday,3
,
chipotle,3
,
christmastime,3
,
broccolini,3
,
greasy,3
,
chuy,3
,
rio,3
,
frustration,3
,
north,3
,
rosa,3
,
"burgr,las",3
,
goat,3
,
btw,3
,
lineup,3
,
shoulder,3
,
trick,3
,
maple,3
,
"restaurant,pittsburgh+",3
,
hassle,3
,
satay,3
,
beet,3
,
skillet,3
,
par,3
,
"style,las",3
,
queen,3
,
coast,3
,
coat,3
,
los,3
,
sa,3
,
korean,3
,
john,3
,
fall,3
,
ziosk,3
,
celebrity,3
,
kat,3
,
dinning,3
,
vegetarian,3
,
kudos,3
,
fiancee,3
,
vegan,3
,
meh,3
,
samosa,3
,
goose,3
,
greeting,3
,
flatbread,3
,
hazelnut,3
,
taj,3
,
eat24,3
,
feast,3
,
pierogi,3
,
blueberry,3
,
grandmother,3
,
boss,3
,
thru,3
,
patisserie,3
,
nigiri,3
,
karaage,3
,
speed,3
,
use,3
,
whim,3
,
sampler,3
,
traffic,3
,
//www.yelp.com/biz_photos/dish-charlotte,3
,
chambord,3
,
flag,3
,
oliver,3
,
jazz,3
,
success,3
,
masala,3
,
stick,3
,
diavolo,3
,
skirt,3
,
availability,3
,
panda,3
,
bisque,3
,
nephew,3
,
prosciutto,3
,
flavorless,3
,
hold,3
,
marsala,3
,
foot,3
,
cracker,3
,
code,3
,
mousse,3
,
omelet,3
,
chutney,3
,
smoothie,3
,
dress,3
,
dry,3
,
grade,3
,
tavern,3
,
catfish,3
,
seasoning,3
,
washroom,3
,
coal,3
,
cosmopolitan,3
,
paradise,3
,
fusion,3
,
and/or,3
,
detail,3
,
reuben,3
,
dropout,3
,
chalet,3
,
cooks,3
,
record,3
,
brick,3
,
force,3
,
prompt,3
,
baguette,3
,
cici,3
,
brew,3
,
forever,3
,
"grille,las",3
,
safety,3
,
ontario,3
,
aioli,3
,
westlake,3
,
"kitchen,toronto+",3
,
vietnamese,3
,
verde,3
,
nice,3
,
exit,3
,
route,3
,
"kitchen,phoenix+",3
,
chimi,3
,
demeanor,3
,
wth,3
,
casa,3
,
diet,3
,
pack,3
,
ox,3
,
lava,3
,
dough,3
,
bagels,3
,
flank,3
,
throat,3
,
slide,3
,
mass,3
,
hill+,3
,
breath,3
,
behold,3
,
mark,3
,
sam,3
,
citrus,3
,
concert,3
,
falls+,3
,
"food,chandler+",3
,
error,3
,
color,3
,
benny,3
,
shake,3
,
old,3
,
maison,3
,
toffee,3
,
grace,3
,
schmick's,3
,
cashier,3
,
tad,3
,
bravo,3
,
st.,3
,
parsnip,3
,
mountain,3
,
"chorro,paradise",3
,
foodie,3
,
content,3
,
batter,3
,
adam,3
,
inconsistency,3
,
tour,3
,
overall,3
,
alot,3
,
x,3
,
playlist,3
,
origin,3
,
charley,3
,
shell,3
,
hearty,3
,
cachet,3
,
lie,3
,
string,3
,
tia,3
,
suit,3
,
jesus,3
,
information,3
,
arrival,3
,
planet,3
,
behavior,3
,
pizzeria,3
,
load,3
,
hello,3
,
policy,3
,
volcano,3
,
saut,3
,
mayo,3
,
rubbery,3
,
blood,3
,
clams,3
,
terrine,3
,
paul,3
,
pear,3
,
jalapeno,3
,
humour,3
,
bellini,3
,
au,3
,
eagle,3
,
specialty,3
,
backup,3
,
b,3
,
rr,3
,
tongue,3
,
"cuisine,las",3
,
hipster,3
,
get,3
,
video,3
,
trout,3
,
chair,3
,
xl,3
,
excellent,3
,
margarita,3
,
hey,3
,
concoction,3
,
dragon,3
,
"cuisine,phoenix+",3
,
melting,3
,
weekday,3
,
aria,3
,
pig,3
,
quantity,3
,
unique,3
,
baileys,3
,
bus,3
,
pop,3
,
some,3
,
duty,3
,
session,3
,
almond,3
,
commitment,3
,
brewery,3
,
rainbow,3
,
connoisseur,3
,
josh,3
,
tonic,3
,
steakery,3
,
rule,3
,
hailey,3
,
spelt,2
,
speaking,2
,
fudge,2
,
manuel,2
,
bibimbop,2
,
"works,las",2
,
in-house,2
,
whilst,2
,
"bistro,las",2
,
display,2
,
aspect,2
,
crouton,2
,
smoky,2
,
dismay,2
,
interpretation,2
,
hype,2
,
evidence,2
,
crispiness,2
,
bucket,2
,
walnut,2
,
pas,2
,
"outlets,las",2
,
es,2
,
fatoush,2
,
pool,2
,
hike,2
,
cobbler,2
,
kafta,2
,
"sushi,las",2
,
chick,2
,
dan,2
,
son's,2
,
path,2
,
pairing,2
,
seaweed,2
,
throw,2
,
essence,2
,
"company,chandler+",2
,
warmth,2
,
bitter,2
,
teriyaki,2
,
shadyside,2
,
zappone,2
,
status,2
,
death,2
,
nate,2
,
insult,2
,
shout,2
,
refill,2
,
surf,2
,
brasserie,2
,
lump,2
,
'server,2
,
hollandaise,2
,
chickpea,2
,
screen,2
,
flower,2
,
photos,2
,
grinch,2
,
mule,2
,
jeff,2
,
bailey,2
,
tar,2
,
reindeer,2
,
canada,2
,
"house,mississauga+",2
,
source,2
,
niece,2
,
hangout,2
,
ocean,2
,
observation,2
,
alley,2
,
irish,2
,
sai,2
,
"food,las",2
,
print,2
,
y'all,2
,
hubs,2
,
foyer,2
,
faith,2
,
bomb,2
,
ring,2
,
wisconsin,2
,
woo,2
,
great,2
,
"one,las",2
,
"meal,the",2
,
aunt,2
,
"chin,las",2
,
robertos,2
,
"renfrew,toronto+",2
,
sangria,2
,
"ristorante,scottsdale+",2
,
"square,pittsburgh+",2
,
stamp,2
,
add,2
,
monster,2
,
crocker,2
,
patient,2
,
compliment,2
,
rad,2
,
dance,2
,
alligator,2
,
warning,2
,
mail,2
,
supermarket,2
,
malbec,2
,
"grill,markham+",2
,
vegetable,2
,
messy,2
,
mochiko,2
,
hibachi,2
,
"palace,las",2
,
teppanyaki,2
,
plating,2
,
oversight,2
,
pretense,2
,
explain,2
,
pit,2
,
table-log,2
,
summerlin,2
,
"way,las",2
,
zen,2
,
pillar,2
,
technology,2
,
feed,2
,
see,2
,
penn,2
,
raviolo,2
,
bianca,2
,
intention,2
,
slab,2
,
park+,2
,
scoop,2
,
"grill,peoria+",2
,
wash,2
,
tawook,2
,
vicari's,2
,
nicer,2
,
zero,2
,
golf,2
,
reputation,2
,
decadent,2
,
trek,2
,
cole,2
,
mokka,2
,
tomorrow,2
,
o,2
,
chorizo,2
,
"burgers,las",2
,
responsibility,2
,
spent,2
,
convenient,2
,
a,2
,
bc,2
,
foo,2
,
pozole,2
,
ipas,2
,
red,2
,
desire,2
,
caliber,2
,
amber,2
,
falafel,2
,
allergy,2
,
mishap,2
,
andiamo,2
,
carbonara,2
,
laag,2
,
veg,2
,
pate,2
,
compote,2
,
tao,2
,
corktown,2
,
sweater,2
,
david,2
,
northeast,2
,
como,2
,
siu,2
,
upgrade,2
,
bloody,2
,
college,2
,
adjustment,2
,
dj,2
,
americano,2
,
hung,2
,
c,2
,
"restaurants,toronto+",2
,
suprise,2
,
penny,2
,
play,2
,
zeke,2
,
cart,2
,
bao,2
,
facility,2
,
pleasing,2
,
zach,2
,
present,2
,
focaccia,2
,
jacket,2
,
basis,2
,
"cook's,phoenix+",2
,
dollop,2
,
"patisserie,las",2
,
river,2
,
sirloin,2
,
aware,2
,
wind,2
,
groupon,2
,
promenade,2
,
waiting,2
,
decour,2
,
ballpark,2
,
potatos,2
,
kim,2
,
"rig,las",2
,
"future,the",2
,
scotland,2
,
palm,2
,
fyi,2
,
health,2
,
devoid,2
,
practice,2
,
lago,2
,
lawrenceville,2
,
baklava,2
,
map,2
,
"pizzeria,las",2
,
tikka,2
,
fondue,2
,
souffle,2
,
"cocina,las",2
,
granddaughter,2
,
imagination,2
,
panto,2
,
"restaurant,mississauga+",2
,
charming,2
,
udon,2
,
harry,2
,
alla,2
,
arch,2
,
"bistro,scottsdale+",2
,
lucky,2
,
info,2
,
muffin,2
,
dose,2
,
hue,2
,
jake,2
,
burrata,2
,
ice-cream,2
,
player,2
,
statehouse,2
,
vehicle,2
,
chicago,2
,
granola,2
,
liquor,2
,
trap,2
,
tuscan,2
,
absolute,2
,
dat,2
,
fast,2
,
nick,2
,
"deli,las",2
,
francisco,2
,
boat,2
,
trent,2
,
generation,2
,
killer,2
,
quick,2
,
fix,2
,
forget,2
,
wheelchair,2
,
"house,charlotte+",2
,
hakka,2
,
ridge,2
,
edamame,2
,
custom,2
,
"254,avon+",2
,
"italian,toronto+",2
,
wtf,2
,
flight,2
,
fight,2
,
festival,2
,
greasiness,2
,
clean,2
,
winner,2
,
sue,2
,
patience,2
,
worthwhile,2
,
garage,2
,
reviews,2
,
"tranquilo,phoenix+",2
,
cheek,2
,
frisco's,2
,
"grill,charlotte+",2
,
dente,2
,
"bar-b-que,las",2
,
gai,2
,
"irishmen,las",2
,
patrick,2
,
"rockets,las",2
,
.all,2
,
biriyani,2
,
sell,2
,
midnight,2
,
miscommunication,2
,
"restaurant,chandler+",2
,
"christmas,egg",2
,
weird,2
,
