business_id,time,type
4zOyZff4-FemUqRW3GXuCA,"['Thu-0:1', 'Fri-2:1', 'Sat-2:1', 'Sun-4:1', 'Mon-5:1', 'Mon-15:1', 'Sat-16:1', 'Tue-17:1', 'Fri-18:1', 'Mon-21:1', 'Thu-23:1', 'Wed-23:1']",checkin
RNkVt3T_3DQjXbXTM2DIjg,"['Sun-0:1', 'Thu-0:2', 'Wed-0:3', 'Fri-1:1', 'Sat-1:1', 'Sun-1:1', 'Thu-1:1', 'Sun-6:1', 'Wed-15:1', 'Sat-17:1', 'Sun-17:1', 'Thu-17:1', 'Wed-17:1', 'Fri-18:1', 'Mon-18:1', 'Sat-18:3', 'Sun-18:1', 'Mon-19:2', 'Sat-19:3', 'Sun-19:2', 'Thu-20:1', 'Fri-21:1', 'Mon-21:1', 'Sat-21:2', 'Tue-21:1', 'Fri-22:2', 'Mon-22:2', 'Thu-22:2', 'Tue-22:2', 'Fri-23:2', 'Mon-23:1', 'Thu-23:2', 'Tue-23:3', 'Wed-23:1']",checkin
vkoakhm0G9kMEhQzjFo86w,"['Mon-15:1', 'Sat-16:1', 'Sat-17:1', 'Thu-17:1', 'Thu-18:1', 'Fri-19:1', 'Fri-22:1']",checkin
IpQG7s5l7ba5NxyzTxn7pg,"['Fri-0:3', 'Mon-0:2', 'Sat-0:4', 'Sun-0:2', 'Thu-0:1', 'Tue-0:1', 'Wed-0:4', 'Sat-1:3', 'Tue-1:2', 'Wed-1:1', 'Wed-2:2', 'Mon-3:2', 'Sat-3:1', 'Thu-3:1', 'Thu-12:1', 'Fri-16:1', 'Mon-16:2', 'Sat-16:3', 'Sun-16:2', 'Tue-16:1', 'Fri-17:1', 'Mon-17:2', 'Sat-17:2', 'Sun-17:2', 'Thu-17:1', 'Tue-17:2', 'Wed-17:1', 'Sat-18:7', 'Sun-18:2', 'Thu-18:1', 'Mon-19:1', 'Sat-19:1', 'Wed-19:1', 'Fri-21:1', 'Sat-21:2', 'Sun-21:1', 'Thu-21:1', 'Fri-22:2', 'Mon-22:2', 'Sat-22:3', 'Sun-22:1', 'Tue-22:3', 'Wed-22:2', 'Fri-23:3', 'Mon-23:1', 'Sat-23:2', 'Sun-23:2', 'Thu-23:5', 'Tue-23:1']",checkin
qvLb9YeW4g0naTBgFSjHww,"['Mon-0:4', 'Sun-0:2', 'Fri-1:4', 'Mon-1:2', 'Tue-1:1', 'Sun-2:3', 'Tue-2:1', 'Sat-3:1', 'Sun-3:2', 'Thu-3:2', 'Fri-4:2', 'Mon-4:1', 'Sun-5:1', 'Wed-5:1', 'Thu-16:1', 'Wed-16:1', 'Mon-17:1', 'Sat-17:1', 'Fri-23:1', 'Sun-23:1']",checkin
b7giaWVhjIjhlF7S2ezZAw,"['Fri-0:1', 'Sat-14:1', 'Mon-15:2', 'Thu-15:1', 'Tue-15:1', 'Fri-16:3', 'Mon-16:6', 'Sat-16:2', 'Sun-16:2', 'Thu-16:1', 'Tue-16:3', 'Fri-17:2', 'Mon-17:4', 'Sat-17:6', 'Sun-17:1', 'Thu-17:5', 'Tue-17:2', 'Fri-18:2', 'Mon-18:4', 'Sat-18:4', 'Thu-18:3', 'Tue-18:1', 'Mon-19:2', 'Sat-19:3', 'Sun-19:2', 'Thu-19:1', 'Fri-20:2', 'Sat-20:1', 'Thu-20:1', 'Mon-21:1', 'Thu-21:1', 'Tue-21:1', 'Fri-22:2', 'Sat-22:2', 'Thu-22:1', 'Fri-23:1', 'Sat-23:1', 'Thu-23:1']",checkin
I9vXZQEpWvaGV69eVRwT3g,"['Sat-0:1', 'Tue-0:1', 'Fri-16:1', 'Thu-18:1', 'Thu-19:1', 'Sat-20:1', 'Sun-21:1', 'Wed-21:1', 'Fri-23:2', 'Thu-23:1', 'Tue-23:1']",checkin
iX2rl6mNNu2TjoRbiX6wSQ,"['Sat-0:1', 'Sun-0:1', 'Thu-2:1', 'Wed-21:1', 'Thu-22:1', 'Fri-23:1', 'Sat-23:1']",checkin
6RxtO_MxnLwZ7D7iYDE8Jg,"['Fri-0:1', 'Mon-0:1', 'Sat-0:8', 'Sun-0:4', 'Thu-0:2', 'Tue-0:1', 'Wed-0:2', 'Mon-1:1', 'Sat-1:1', 'Sun-1:1', 'Tue-1:2', 'Wed-1:3', 'Sat-3:1', 'Sun-4:1', 'Fri-16:1', 'Mon-16:2', 'Sat-16:1', 'Sun-16:1', 'Tue-16:1', 'Wed-16:1', 'Mon-17:1', 'Sat-17:3', 'Sun-17:1', 'Thu-17:1', 'Tue-17:1', 'Fri-18:3', 'Mon-18:1', 'Sat-18:1', 'Sun-18:2', 'Mon-19:1', 'Sat-19:2', 'Sun-19:1', 'Fri-20:1', 'Mon-20:2', 'Sat-20:3', 'Sun-20:2', 'Fri-21:1', 'Mon-21:1', 'Sat-21:3', 'Sun-21:1', 'Wed-21:1', 'Fri-22:4', 'Sat-22:1', 'Sun-22:2', 'Wed-22:1', 'Fri-23:1', 'Mon-23:3', 'Sat-23:5', 'Sun-23:3', 'Thu-23:2', 'Wed-23:3']",checkin
SNNrb5T4dn3DMq410HIpxw,"['Fri-0:1', 'Sat-0:5', 'Sun-0:11', 'Thu-0:2', 'Tue-0:2', 'Wed-0:1', 'Fri-1:1', 'Sat-1:3', 'Wed-1:1', 'Fri-2:2', 'Sat-2:2', 'Sun-2:1', 'Thu-2:2', 'Sat-3:1', 'Sun-3:2', 'Fri-4:1', 'Thu-5:1', 'Fri-11:1', 'Sun-15:1', 'Fri-16:2', 'Sat-16:3', 'Sun-16:1', 'Thu-16:1', 'Tue-16:3', 'Wed-16:1', 'Fri-17:1', 'Sat-17:3', 'Thu-17:3', 'Tue-17:2', 'Wed-17:1', 'Sun-18:1', 'Thu-18:5', 'Tue-18:1', 'Sat-19:1', 'Mon-20:3', 'Sat-20:1', 'Sun-20:3', 'Thu-20:1', 'Fri-21:2', 'Mon-21:2', 'Sat-21:2', 'Sun-21:3', 'Thu-21:3', 'Tue-21:2', 'Wed-21:2', 'Fri-22:4', 'Mon-22:2', 'Sat-22:6', 'Sun-22:1', 'Tue-22:1', 'Wed-22:2', 'Fri-23:6', 'Mon-23:4', 'Sat-23:6', 'Sun-23:4', 'Thu-23:2', 'Tue-23:4', 'Wed-23:4']",checkin
wsHuESTgmZfmI5YMXAMEhA,"['Mon-0:1', 'Sun-0:1', 'Mon-1:2', 'Fri-2:1', 'Tue-2:1', 'Sat-5:1', 'Sat-13:1', 'Tue-16:1', 'Tue-18:1', 'Sat-21:1', 'Thu-22:2', 'Wed-22:1', 'Mon-23:1', 'Sun-23:1', 'Wed-23:1']",checkin
ybjN0J8hmsHKrbYLxRh0jg,"['Wed-0:1', 'Wed-10:2', 'Sun-12:1', 'Mon-13:1', 'Sat-13:2', 'Thu-13:1', 'Wed-13:1', 'Mon-14:1', 'Sun-14:1', 'Thu-14:3', 'Tue-14:1', 'Sat-15:3', 'Wed-15:1', 'Fri-16:3', 'Mon-16:2', 'Sat-16:1', 'Mon-17:1', 'Tue-17:1', 'Fri-18:1', 'Sat-18:1', 'Mon-20:1', 'Sat-20:1', 'Wed-22:1']",checkin
4iuFGkrZYnWZgOaxNantdw,"['Fri-1:1', 'Fri-18:1', 'Wed-19:1', 'Mon-20:3', 'Sat-20:1', 'Fri-21:1', 'Sun-21:1', 'Fri-22:1']",checkin
ky4AyA_y6gx20tf95mZxSA,"['Fri-0:1', 'Sat-0:6', 'Sun-0:1', 'Wed-0:1', 'Fri-1:1', 'Sat-1:2', 'Sun-1:1', 'Wed-1:1', 'Sun-2:1', 'Tue-2:1', 'Fri-9:1', 'Fri-13:1', 'Sat-13:1', 'Mon-14:1', 'Sun-15:1', 'Fri-16:1', 'Sat-16:2', 'Sun-16:4', 'Thu-16:3', 'Sat-17:1', 'Thu-17:1', 'Wed-17:1', 'Fri-18:1', 'Sun-18:1', 'Sun-19:2', 'Fri-20:1', 'Sun-20:1', 'Fri-21:1', 'Wed-21:1', 'Sat-22:3', 'Sun-22:1', 'Tue-22:1', 'Fri-23:3', 'Sat-23:2', 'Sun-23:1', 'Thu-23:1', 'Wed-23:1']",checkin
G8Js5hyLykjo8xVfIT4P5Q,"['Sat-0:1', 'Sat-2:1', 'Tue-2:1', 'Wed-15:1', 'Sun-16:1', 'Wed-18:1', 'Sun-19:2', 'Sat-21:1', 'Sun-21:1', 'Sat-22:1', 'Thu-23:1', 'Tue-23:1', 'Wed-23:1']",checkin
a0H7W1poihF8S_OQzBs8Fw,"['Sat-14:1', 'Mon-15:1', 'Sat-15:9', 'Sun-15:1', 'Sat-16:7', 'Sat-17:2', 'Tue-17:1', 'Wed-17:2', 'Sat-18:2', 'Wed-19:1', 'Sat-20:1']",checkin
wFaLUV7m-74flUfjAOBnLw,"['Sun-13:1', 'Mon-14:1', 'Sun-15:3', 'Tue-16:1', 'Sun-19:1', 'Fri-23:1']",checkin
u19jgslqD_i-y9LBYFoZJg,"['Sun-1:1', 'Sat-16:1', 'Wed-17:1', 'Fri-18:1', 'Sun-19:1', 'Sat-20:1']",checkin
d24LIT55-aAr7l1X99vpjw,"['Fri-1:1', 'Mon-19:1', 'Tue-22:1']",checkin
2pmOI_mrn1ZWB88IeiOMkA,"['Tue-16:1', 'Tue-17:1', 'Wed-23:2']",checkin
quYlYKkiZ5qRLdu-_hew7g,['Sun-19:1'],checkin
goOQKS6lKWT8rmM3SREgjQ,"['Sat-0:1', 'Sun-0:1', 'Thu-0:2', 'Sun-1:3', 'Tue-1:1', 'Wed-1:1', 'Sat-2:1', 'Thu-5:1', 'Fri-17:1', 'Sat-17:1', 'Wed-17:2', 'Tue-18:1', 'Sat-19:1', 'Tue-20:1', 'Fri-21:1', 'Sat-21:1', 'Fri-22:1', 'Sat-22:2', 'Fri-23:1', 'Mon-23:1', 'Sat-23:1', 'Thu-23:1', 'Tue-23:1', 'Wed-23:1']",checkin
8ZL4ed3Y8_F6AgPAYxgi2g,"['Fri-18:1', 'Thu-18:1', 'Tue-18:1', 'Thu-22:1']",checkin
qPAapVZzkR1P2xHmkntQgQ,"['Wed-0:1', 'Thu-2:1', 'Wed-2:1', 'Tue-3:1', 'Sat-11:1', 'Sat-12:2', 'Fri-13:1', 'Sat-13:1', 'Sat-15:3', 'Sun-15:3', 'Mon-16:1', 'Sat-16:1', 'Sun-17:1', 'Thu-17:1', 'Tue-19:1', 'Mon-20:1', 'Thu-23:1']",checkin
FpW25osFTrQf2dCIzAPavQ,"['Fri-0:2', 'Sun-0:1', 'Tue-0:1', 'Fri-1:1', 'Sun-1:1', 'Tue-1:1', 'Mon-2:1', 'Thu-16:1', 'Fri-17:1', 'Sat-17:1', 'Sat-18:1', 'Fri-19:1', 'Sat-19:1', 'Thu-20:1', 'Wed-20:2', 'Sat-21:1', 'Wed-21:1', 'Fri-22:4', 'Mon-22:2', 'Sat-22:5', 'Sun-22:1', 'Thu-22:2', 'Wed-22:1', 'Fri-23:3', 'Sat-23:2', 'Thu-23:2', 'Tue-23:1']",checkin
Vth-yacyyE3HZkbLbdkmzQ,"['Sat-10:1', 'Sat-14:2', 'Sun-14:1', 'Sun-16:1', 'Sun-17:1']",checkin
fecugmTuE9701GwqLsa9vg,['Fri-23:1'],checkin
Q5flK4fxR2roE0aCjqF_gw,"['Sat-0:2', 'Tue-2:1', 'Fri-15:1', 'Sun-15:1', 'Thu-15:1', 'Sun-16:1', 'Tue-17:1', 'Wed-17:1', 'Wed-18:1', 'Sat-20:1', 'Sat-22:2', 'Sat-23:1']",checkin
xRC2O1i4xQMqqrkKSn7uRw,"['Fri-0:1', 'Sat-0:1', 'Thu-0:1', 'Fri-18:1', 'Sun-19:1', 'Sat-21:1', 'Thu-21:1', 'Sat-22:1', 'Wed-22:1', 'Fri-23:2', 'Thu-23:1', 'Tue-23:1', 'Wed-23:1']",checkin
Al-oKob7eDmt-_Te9FHuzw,['Thu-12:1'],checkin
kvGkveYKwjk-ilqXCl_Log,"['Tue-2:1', 'Sat-22:1']",checkin
pSXHnUevkD7ByBVbY2aNvQ,"['Wed-15:1', 'Fri-17:1', 'Sat-17:1', 'Fri-23:1', 'Mon-23:1']",checkin
hCxM2MH3cDaqozUDpydXZg,"['Fri-0:1', 'Fri-2:1', 'Sat-2:1', 'Fri-3:1', 'Sun-4:1', 'Wed-12:1', 'Wed-14:1', 'Sat-16:1', 'Mon-18:1', 'Sat-18:1', 'Sun-18:1', 'Sat-20:1']",checkin
kIi0rz1BbH-wP8o5dz-UEQ,"['Thu-0:1', 'Sat-2:1', 'Sun-2:1', 'Wed-2:1', 'Thu-3:1', 'Mon-4:1', 'Sun-4:1', 'Tue-5:2', 'Sat-17:1', 'Sat-18:1', 'Fri-19:1', 'Sat-19:1', 'Mon-20:1', 'Sat-20:2', 'Mon-21:1', 'Sat-21:2', 'Thu-21:1', 'Fri-22:1', 'Wed-22:1', 'Sat-23:1', 'Tue-23:2']",checkin
jcsZ0uzJINSaTq6oyUU0xQ,"['Fri-0:1', 'Sun-0:1', 'Thu-0:1', 'Tue-0:1', 'Wed-0:1', 'Sat-1:2', 'Mon-2:1', 'Fri-13:1', 'Mon-16:1', 'Thu-16:1', 'Fri-17:1', 'Mon-17:1', 'Sat-17:1', 'Sat-18:1', 'Tue-18:1', 'Wed-18:1', 'Sat-19:1', 'Wed-19:3', 'Wed-20:2', 'Fri-21:1', 'Sat-21:1', 'Fri-22:2', 'Thu-22:1', 'Mon-23:1', 'Sat-23:1', 'Tue-23:1', 'Wed-23:1']",checkin
3ZQxw4vY0HBuS7KeiWmyew,"['Sat-0:1', 'Sun-0:1', 'Thu-0:1', 'Sun-1:2', 'Mon-2:1', 'Sat-2:1', 'Tue-2:1', 'Sun-3:1', 'Tue-4:1', 'Sun-13:1', 'Sun-15:1', 'Tue-15:1', 'Fri-16:1', 'Sat-17:1', 'Sun-17:1', 'Sat-18:1', 'Sun-18:1', 'Fri-19:1', 'Sat-19:1', 'Sun-19:1', 'Sat-20:2', 'Sun-20:2', 'Sun-21:3', 'Fri-22:1', 'Thu-22:1', 'Tue-22:1', 'Fri-23:1', 'Sat-23:3', 'Sun-23:2']",checkin
XErOb3obTwM_Kby23AIYfg,"['Sat-20:1', 'Fri-21:2']",checkin
rhitftTt-4-zoByj1bVYMQ,"['Fri-0:2', 'Mon-0:2', 'Sat-0:1', 'Fri-1:1', 'Mon-1:1', 'Sat-1:1', 'Wed-1:1', 'Fri-2:1', 'Mon-2:1', 'Sat-2:1', 'Thu-2:1', 'Tue-3:1', 'Sat-16:1', 'Wed-16:2', 'Fri-17:1', 'Sun-17:2', 'Sat-19:1', 'Fri-20:1', 'Sat-20:1', 'Sat-21:2', 'Sun-21:1', 'Tue-21:1', 'Fri-22:2', 'Sat-22:1', 'Sun-22:2', 'Tue-22:1', 'Wed-22:3', 'Fri-23:1', 'Sat-23:2', 'Thu-23:1', 'Wed-23:1']",checkin
bNZkOYnJ5zvx6RdK05oSEw,"['Wed-15:1', 'Fri-18:1', 'Thu-18:1', 'Fri-20:1', 'Fri-23:2']",checkin
MdnYGOVa3goIGfKjrOCXqQ,"['Sat-0:1', 'Sun-12:1', 'Fri-13:1', 'Fri-14:1', 'Sun-14:1', 'Wed-14:1', 'Fri-15:1', 'Sat-15:2', 'Sun-15:2', 'Thu-15:1', 'Tue-15:1', 'Wed-15:2', 'Sun-16:2', 'Fri-17:1', 'Sat-17:1', 'Sun-17:2', 'Fri-22:1']",checkin
NsF54LE_cc0OhFGPVkwDJw,"['Fri-0:2', 'Mon-0:1', 'Sat-0:1', 'Sun-0:1', 'Thu-0:3', 'Fri-1:1', 'Sat-1:4', 'Sun-1:1', 'Tue-1:1', 'Fri-3:1', 'Sun-3:1', 'Tue-11:1', 'Sat-15:1', 'Sat-16:1', 'Sun-16:1', 'Thu-16:1', 'Wed-16:1', 'Fri-17:1', 'Mon-17:4', 'Sat-17:3', 'Sun-17:1', 'Tue-17:2', 'Sat-18:1', 'Sun-18:1', 'Thu-18:1', 'Fri-19:2', 'Sat-19:3', 'Sun-19:1', 'Thu-19:1', 'Sat-20:1', 'Sun-20:2', 'Thu-20:1', 'Tue-20:1', 'Fri-21:1', 'Sat-21:2', 'Sun-21:1', 'Fri-22:2', 'Sat-22:3', 'Sun-22:1', 'Thu-22:2', 'Tue-22:4', 'Wed-22:2', 'Fri-23:3', 'Mon-23:2', 'Sat-23:4', 'Sun-23:2', 'Thu-23:1', 'Tue-23:1', 'Wed-23:2']",checkin
243PQVgkx8eUzVaKCgC-gw,"['Thu-0:1', 'Tue-0:1', 'Wed-0:1', 'Sun-2:2', 'Fri-18:1', 'Mon-18:1', 'Sun-20:1', 'Tue-20:1', 'Fri-21:1', 'Sat-21:1', 'Tue-21:2', 'Mon-22:2', 'Sun-22:1', 'Thu-22:1', 'Tue-22:1', 'Fri-23:1']",checkin
t6tGkwfyFKKyvzTHpy_png,"['Fri-0:1', 'Sat-0:1', 'Wed-1:1', 'Sun-14:1', 'Sun-15:1', 'Wed-15:1', 'Fri-16:1', 'Sat-16:1', 'Tue-17:1', 'Wed-17:1', 'Sat-19:1', 'Thu-19:1', 'Sun-20:1', 'Mon-22:1', 'Wed-22:1', 'Mon-23:1', 'Sat-23:1']",checkin
BT8bk6rOQ4kj8TD-hfepGQ,"['Sun-21:1', 'Wed-21:2', 'Wed-22:1', 'Fri-23:1', 'Thu-23:1']",checkin
ba2xyZXG8hRb3hh7uDZs_g,"['Sun-0:1', 'Wed-14:1', 'Sat-15:2', 'Wed-16:1', 'Mon-17:1', 'Sat-17:1', 'Wed-17:2', 'Sat-18:1', 'Fri-19:2', 'Sat-19:2', 'Thu-19:1', 'Thu-20:1', 'Tue-20:1', 'Wed-20:2', 'Sat-21:2', 'Sun-21:1', 'Fri-22:1', 'Sat-22:1', 'Wed-22:1', 'Fri-23:1', 'Mon-23:2']",checkin
eTjaYqh8BNiQp9T-ERMm8w,"['Sat-0:1', 'Fri-1:1', 'Thu-14:1', 'Wed-15:1', 'Sat-16:4', 'Sun-16:1', 'Thu-16:1', 'Fri-17:1', 'Mon-17:1', 'Sun-17:1', 'Wed-17:1', 'Sat-18:2', 'Fri-19:1', 'Sat-20:2', 'Thu-21:1', 'Wed-21:1', 'Fri-22:1', 'Tue-22:1', 'Wed-22:1', 'Mon-23:2', 'Sat-23:1', 'Wed-23:1']",checkin
tZOr1d79vMvUV5XQBmcYdw,"['Sat-0:1', 'Sun-0:2', 'Tue-0:1', 'Wed-1:1', 'Mon-2:1', 'Fri-11:1', 'Mon-12:2', 'Sat-12:1', 'Tue-12:1', 'Fri-13:2', 'Sat-13:3', 'Sun-13:6', 'Thu-13:2', 'Tue-13:2', 'Wed-13:1', 'Mon-14:1', 'Sat-14:3', 'Sun-14:11', 'Thu-14:1', 'Wed-14:1', 'Fri-15:2', 'Mon-15:5', 'Sat-15:3', 'Sun-15:8', 'Thu-15:1', 'Tue-15:2', 'Wed-15:3', 'Sat-16:1', 'Sun-16:4', 'Thu-16:3', 'Tue-16:1', 'Mon-17:1', 'Sat-17:1', 'Sun-17:4', 'Thu-17:2', 'Sat-18:1', 'Tue-18:1', 'Sat-19:1', 'Sat-20:2', 'Tue-20:1', 'Fri-21:5', 'Mon-21:1', 'Sun-21:3', 'Thu-21:1', 'Tue-21:1', 'Fri-22:4', 'Mon-22:1', 'Sat-22:1', 'Sun-22:2', 'Thu-22:3', 'Tue-22:1', 'Wed-22:1', 'Fri-23:2', 'Sat-23:2', 'Thu-23:3']",checkin
-49WY_TEa9ZEcRk_GnuLog,"['Sat-0:1', 'Thu-0:2', 'Wed-0:1', 'Mon-1:2', 'Sat-1:1', 'Sun-1:1', 'Mon-11:1', 'Sat-11:1', 'Tue-11:1', 'Mon-12:1', 'Sat-12:6', 'Sun-12:5', 'Tue-12:1', 'Fri-13:1', 'Mon-13:3', 'Sat-13:17', 'Sun-13:7', 'Thu-13:4', 'Fri-14:1', 'Mon-14:1', 'Sat-14:2', 'Sun-14:7', 'Thu-14:1', 'Wed-14:1', 'Fri-15:1', 'Sat-15:3', 'Sun-15:3', 'Thu-15:1', 'Wed-15:3', 'Fri-16:1', 'Sat-16:1', 'Sun-16:11', 'Thu-16:1', 'Tue-16:1', 'Wed-16:1', 'Mon-17:3', 'Sat-17:6', 'Sun-17:4', 'Thu-17:2', 'Mon-18:2', 'Sat-18:1', 'Sun-18:1', 'Thu-18:1', 'Tue-18:1', 'Wed-18:1', 'Sun-19:3', 'Sat-20:1', 'Sun-20:1', 'Thu-20:1', 'Fri-21:4', 'Sun-21:1', 'Wed-21:2', 'Fri-22:3', 'Mon-22:1', 'Sat-22:2', 'Sun-22:1', 'Thu-22:1', 'Tue-22:1', 'Fri-23:2', 'Mon-23:1', 'Sat-23:1', 'Sun-23:3', 'Thu-23:1', 'Wed-23:3']",checkin
5YyLWps6xL372Lj2hRlPQw,"['Fri-0:2', 'Mon-0:2', 'Sat-0:4', 'Sun-0:1', 'Thu-0:1', 'Tue-0:4', 'Wed-0:2', 'Fri-1:2', 'Mon-1:2', 'Sat-1:3', 'Sun-1:1', 'Thu-1:1', 'Tue-1:3', 'Wed-1:3', 'Fri-2:1', 'Sat-2:1', 'Sun-2:2', 'Sun-3:1', 'Tue-4:1', 'Wed-5:1', 'Fri-11:1', 'Mon-12:1', 'Fri-14:1', 'Tue-14:1', 'Fri-15:1', 'Mon-15:1', 'Sat-15:3', 'Tue-15:2', 'Wed-15:1', 'Fri-16:1', 'Mon-16:1', 'Sat-16:4', 'Sun-16:3', 'Thu-16:2', 'Tue-16:1', 'Wed-16:2', 'Fri-17:2', 'Mon-17:1', 'Sat-17:1', 'Sun-17:2', 'Thu-17:2', 'Wed-17:2', 'Fri-18:3', 'Sat-18:3', 'Sun-18:2', 'Thu-18:1', 'Tue-18:1', 'Fri-19:3', 'Sat-19:4', 'Sun-19:3', 'Tue-19:1', 'Wed-19:1', 'Fri-20:4', 'Mon-20:3', 'Sat-20:1', 'Sun-20:7', 'Wed-20:2', 'Fri-21:1', 'Mon-21:3', 'Sat-21:6', 'Sun-21:7', 'Thu-21:3', 'Tue-21:1', 'Wed-21:5', 'Fri-22:6', 'Mon-22:2', 'Sat-22:3', 'Sun-22:6', 'Thu-22:6', 'Tue-22:3', 'Wed-22:4', 'Fri-23:6', 'Sat-23:4', 'Sun-23:3', 'Thu-23:1', 'Wed-23:3']",checkin
1EH3UCsWkTHH4Wlwed72JA,"['Mon-15:1', 'Wed-15:1', 'Thu-16:1', 'Thu-19:1', 'Wed-19:1', 'Sun-21:1', 'Tue-21:1', 'Thu-23:2']",checkin
rNahWvWn2ZR7o3gegaf7QA,"['Sun-0:1', 'Sun-1:1', 'Fri-22:1', 'Sat-23:2']",checkin
