business_id,user_id,date,text,likes,type
Xmndl6GoZg8taEUlwQMYxg,TvkqJ8YEIsTb16RnnrNyfQ,2012-03-28,closed closed closed closed closed closed closed closed closed closed closed closed closed closed closed closed closed closed closed closed,0,tip
eZDXz_RylvdD0tHEA8I0NA,TvkqJ8YEIsTb16RnnrNyfQ,2012-10-09,Try one of the Bento Box options,0,tip
xTNtyQsPdunuGAIcn69J8Q,TvkqJ8YEIsTb16RnnrNyfQ,2011-05-13,Great clay jar pork!,0,tip
xTNtyQsPdunuGAIcn69J8Q,TvkqJ8YEIsTb16RnnrNyfQ,2011-03-30,"Great food, mediocre friendliness/service",0,tip
u7CxxEzx8hvjoJ8onN4zTg,TvkqJ8YEIsTb16RnnrNyfQ,2011-05-20,USAir check-in desk agent Nancy E. is the sadest poor customer service provider I experienced this week. She doesn't want to be there. #Fail,0,tip
1CqDdPrrb0xvQpgu7fhI5w,TvkqJ8YEIsTb16RnnrNyfQ,2012-03-27,Great weather for eating outdoors. Good service.,0,tip
GtioOu-ZcwVJUhTgox4lsA,TvkqJ8YEIsTb16RnnrNyfQ,2012-01-20,The marketing lady is out handing out gifts and coupons today. Nice lady and great service again!,0,tip
GtioOu-ZcwVJUhTgox4lsA,TvkqJ8YEIsTb16RnnrNyfQ,2012-01-19,Ask for free refills!,0,tip
_AKdBFzkl7GY-daxUCCbVA,TvkqJ8YEIsTb16RnnrNyfQ,2012-09-02,The fried banana dessert is good,0,tip
QFPS9JBNdOOHVP0C3pSslw,TvkqJ8YEIsTb16RnnrNyfQ,2012-08-22,"The place to go after work, but, it ain't cheap",0,tip
HWjqW5ZFJ8eZRQuHcpySQA,TvkqJ8YEIsTb16RnnrNyfQ,2012-03-28,"I didn't eat here, but they were nice enough to tell me where to find tacos de lengua y churros. Look at my next post to find out where :)",0,tip
3x45Q9c5G6VBicedNKrXxQ,TvkqJ8YEIsTb16RnnrNyfQ,2012-03-29,"Good food, but it took too long to get the food. Recommended!",0,tip
JzB7NITHQ7gVHGVZ1ntgIQ,lJ2rbcLTtIVKW2WzC0hhLg,2013-01-29,Noisy but should be fun,0,tip
cGQKUOAZm_VHcQOJWbatog,lJ2rbcLTtIVKW2WzC0hhLg,2012-12-23,Noisy,0,tip
VaQhUU3P4Z5A3oYPsEMbkw,lJ2rbcLTtIVKW2WzC0hhLg,2013-07-22,Tables almost completely full of people with laptops,0,tip
azE1DNVQFBU8boVbaJhj7w,lJ2rbcLTtIVKW2WzC0hhLg,2013-04-27,Brunch until 2:30 Saturday and subsay,0,tip
v50-nvBCZNf7nCNbyUlQLw,lJ2rbcLTtIVKW2WzC0hhLg,2013-10-18,They've closed this location and consolidated to their other.,0,tip
iT9KMTR8NqYwSCW-zMUOxw,lJ2rbcLTtIVKW2WzC0hhLg,2013-01-25,Getting lots of little yummy things!,0,tip
iT9KMTR8NqYwSCW-zMUOxw,lJ2rbcLTtIVKW2WzC0hhLg,2013-10-18,Lunch menu ends at 3 p. m.,0,tip
mRZCTkOgDc28VWYMvo3nVQ,lJ2rbcLTtIVKW2WzC0hhLg,2013-01-30,Fancy bar with food. Bar dominates first impression.,0,tip
1cGyzWtfOoDiE8V0OR85yA,lJ2rbcLTtIVKW2WzC0hhLg,2013-02-17,Is two at a time just right or are we too greedy?,0,tip
1cGyzWtfOoDiE8V0OR85yA,lJ2rbcLTtIVKW2WzC0hhLg,2014-02-15,"Be nice to them, they'll treat you right.",0,tip
Fozo0B-y42EhRMomR0K5vQ,lJ2rbcLTtIVKW2WzC0hhLg,2013-10-20,Knorks!,0,tip
GAmd3nHx5TInVN26PLZj7g,lJ2rbcLTtIVKW2WzC0hhLg,2012-12-23,Very nice!,0,tip
cJREFoHP-dAYmwDzfWOHbA,lJ2rbcLTtIVKW2WzC0hhLg,2013-07-20,Good garlic knots,0,tip
cJREFoHP-dAYmwDzfWOHbA,lJ2rbcLTtIVKW2WzC0hhLg,2013-10-18,Wings and a slice: wings come out far later than the slice. Maybe asking to have them arrive together would work.,0,tip
PRsiM1hkoAIb-e7ov8SMkA,lJ2rbcLTtIVKW2WzC0hhLg,2013-03-11,Look up at the ceiling!,0,tip
7wMB3wMbOp0gq3l6nHfOaA,lJ2rbcLTtIVKW2WzC0hhLg,2013-07-24,Canned soda $1.75. I'll skip it.,0,tip
JzB7NITHQ7gVHGVZ1ntgIQ,_Rw09uhdZiS6anoB_0YcZg,2013-10-17,These sandwiches deserve to be the main course on gods meals,0,tip
JzB7NITHQ7gVHGVZ1ntgIQ,o9fbX0eNRqaX0K-PmuXWnQ,2013-12-23,"Not just comfort food, LIFE food. Yinz won't find a better sandwich joint.  The beer is cold and the crowd is loud.  Happy hour?  Four beers for ten bucks.  Where can you beat that?",0,tip
JzB7NITHQ7gVHGVZ1ntgIQ,OVpt8ITCEWyYBjn0N3CRwg,2014-03-19,"Visiting from Florida, always our first stop even before seeing family!",0,tip
3GMgxgK11TqpQq8TWh_7uA,OVpt8ITCEWyYBjn0N3CRwg,2014-03-23,"First time stopping here on one of our trips from Florida to Pennsylvania and back.  Excellent!  Service was fast and food was great!  I know you would think this chain is good always but we have had our shares of bad locations, this one is awesome!!",0,tip
JzB7NITHQ7gVHGVZ1ntgIQ,ObtNPACE7Cv07k9t7aM2YQ,2014-04-12,Pgh staple.,0,tip
JzB7NITHQ7gVHGVZ1ntgIQ,ObtNPACE7Cv07k9t7aM2YQ,2016-09-11,"It's Primanti, nuff said.",0,tip
JzB7NITHQ7gVHGVZ1ntgIQ,QGgWWhEi5R4SLAKN-xwtNQ,2015-07-27,"Closes at midnight, not 2am.",0,tip
8nNB_yG1gzVpbqNH2EBucg,QGgWWhEi5R4SLAKN-xwtNQ,2014-03-05,Recommend reservations as they can get a little busy. Also recommend the happy hour. The pork nachos are fantastic.,0,tip
SRYM6FaIF6LuXldcC1PY8w,QGgWWhEi5R4SLAKN-xwtNQ,2015-05-15,The spicy green beans is an amazing side. Try it!,0,tip
TWkL-VHo6P-WwL8iTvqlYQ,QGgWWhEi5R4SLAKN-xwtNQ,2015-08-10,Mmm... Take out! Order online and pickup on your way home!,0,tip
xUvgrDdKhcmaP6Zv0ssb6A,QGgWWhEi5R4SLAKN-xwtNQ,2014-03-07,The salsa is delicious... Plan to eat a lot!,0,tip
xUvgrDdKhcmaP6Zv0ssb6A,QGgWWhEi5R4SLAKN-xwtNQ,2015-07-25,Best salsa!  You'll need some to take home!,0,tip
4FFhq0e4bxAG4uXqgT14jQ,QGgWWhEi5R4SLAKN-xwtNQ,2015-07-23,"When you get the chicken, don't skip the wing, its the best part!",0,tip
-InU2nAbC9AuS-Um2Cowgw,QGgWWhEi5R4SLAKN-xwtNQ,2014-03-31,Order extra gravy. Its the best thing ever!,0,tip
SurnOSM2bVVN4-Js3G23RQ,QGgWWhEi5R4SLAKN-xwtNQ,2016-04-18,"Get the ice tea with raspberries, they add the fresh berries right in your glass, no fake additives here, only the real thing.",0,tip
ydhgMcBh4A_eihzEAg9LLQ,QGgWWhEi5R4SLAKN-xwtNQ,2015-08-09,Still delicious!,0,tip
3CBLxydJU6CFRMGhu9b-sw,QGgWWhEi5R4SLAKN-xwtNQ,2015-11-18,Tuesday Special - 50  wings,0,tip
Ue4wtaeyhPKvdkXlULimCw,QGgWWhEi5R4SLAKN-xwtNQ,2015-08-26,"Add an ice tea for lunch, it's the real thing here.",0,tip
ILHR4Kifn65EDM9f_OzwjA,QGgWWhEi5R4SLAKN-xwtNQ,2015-08-10,Closes for lunch at 2pm.,0,tip
qnql60YyttH_nMfufiHHtw,QGgWWhEi5R4SLAKN-xwtNQ,2015-07-27,Summer hours: closed Saturday through Labor Day.,0,tip
6We2O5X62J_gduXU7jvf8w,QGgWWhEi5R4SLAKN-xwtNQ,2015-11-08,Happy hour here is great!,0,tip
dSwOo43YKAIvp0PjNXdW2g,QGgWWhEi5R4SLAKN-xwtNQ,2015-07-28,Good value for a quick soda in the airport.,0,tip
PcaUH8LAXd2aFbzMluYoyg,QGgWWhEi5R4SLAKN-xwtNQ,2015-08-18,"Fill out the survey on the receipt for a free cookie.  They are awesome and hot, totally worth the 4 minute survey.",0,tip
lkpoSg7xf60BsrOjdm0CBA,QGgWWhEi5R4SLAKN-xwtNQ,2015-07-25,"Even if their hours say its closed, sometimes they stay open late at night.  When you get out of a movie at midnight and need a donut, this could be your fix!",1,tip
ITOa1olD2HTgEVOnH8zVog,QGgWWhEi5R4SLAKN-xwtNQ,2015-09-06,Closed labor day,0,tip
ITOa1olD2HTgEVOnH8zVog,QGgWWhEi5R4SLAKN-xwtNQ,2015-10-06,Taco Tuesdays are great! Bring a friend and get street tacos and a green Chile plate to share.  Delicious!,0,tip
JzB7NITHQ7gVHGVZ1ntgIQ,bMBJlqFfwslLXJmoMNuTJA,2016-06-13,Yum!!!!! Yum!!!! Yum!!! There is nothing else to say!!!!,0,tip
JzB7NITHQ7gVHGVZ1ntgIQ,0l1I3fu22Aec8S5VG6NiqQ,2016-12-24,Favorite place to go!,0,tip
7FxdbDj8smpkpmmgyojIWw,0l1I3fu22Aec8S5VG6NiqQ,2016-07-08,Don't do the drive-through during the day if you have somewhere to be.,0,tip
JHrZlJBq8QNdugfmxug1rg,4rYg5UywNqmKywRWJXOp4g,2013-06-11,Amazing!  Get the red and white sauce combined...  Delish,0,tip
JHrZlJBq8QNdugfmxug1rg,4rYg5UywNqmKywRWJXOp4g,2013-06-11,Get red and white sauce combined.,0,tip
JHrZlJBq8QNdugfmxug1rg,VF49DRllHsERdrlcdZdibA,2014-06-11,It's like eating dinner or lunch with a large Italian family.  Home style cooking...love the atmosphere and the price and quality of food. Celebrated my 30th birthday party there and had many other great memories. Mixed seafood dish is spicy and phenomenal.  Enjoy!,0,tip
I9X0wHeZF42h8M-kJjT0og,2CZmJp_S-DCh-CvII15xxQ,2010-02-24,If you like fried fatty bar food then this is the place for you.,0,tip
I9X0wHeZF42h8M-kJjT0og,s9v9DdHe2OnkeX9rmv_Q2A,2015-09-11,"Good, cheap food",0,tip
AuOkeVkc38UaZeq-u14dCg,s9v9DdHe2OnkeX9rmv_Q2A,2015-09-17,Excellent fast service. Best place in town,0,tip
EbxaQO95C7PUNTmokE70XA,s9v9DdHe2OnkeX9rmv_Q2A,2015-09-05,***********,0,tip
mTPC_emDlTlfwr5o8A9APw,s1WJ1wVeA0Ot2e8ynYbphA,2016-07-06,Is this place even open? I am looking for a Chinese place around here.,0,tip
mTPC_emDlTlfwr5o8A9APw,MolXvMRbUNY6Yr_s0zEQ0A,2012-12-14,"Good night for Chinese take out, PJs and a movie with my 3 boys!",0,tip
TvL29lvPQU5GtPEN-J0wIA,MolXvMRbUNY6Yr_s0zEQ0A,2012-10-17,"Loved the smorgasbord of small plates and salads we enjoyed a few weeks ago, but today, had an opportunity to partake of the Poached Pear dessert! Absolutely amazing with the candied walnuts and marscapone quenelle  accompaniments and red wine mulling spiced reductions - don't miss this one!",0,tip
MTsIckdo3_uKuqk3B4zuKA,MolXvMRbUNY6Yr_s0zEQ0A,2012-10-20,"The Cleveland Pickle is the best sandwich deli ever! Hands down! Unique, fresh, delicious, creative! Amazing! Can't wait to go back!",0,tip
gRTEQPvX3s1WzFhOPNbVeg,PZNMPWCViVX8JLsn10MSnQ,2014-06-06,Meatball hoagie,0,tip
rbZ4AHL1LV8KGW9NDGbI9w,PZNMPWCViVX8JLsn10MSnQ,2015-07-26,"Brunch, boutique and flowers, beautiful property",0,tip
KNpcPGqDORDdvtekXd348w,PZNMPWCViVX8JLsn10MSnQ,2015-06-17,Wednesday = Wing Night,0,tip
KNpcPGqDORDdvtekXd348w,PZNMPWCViVX8JLsn10MSnQ,2016-05-02,Best French Onion soup.  BEST!,0,tip
41f1utKc483Fw4mP4AFfJA,PZNMPWCViVX8JLsn10MSnQ,2015-06-03,Awesome pizza!,0,tip
uYzaARioENSfB9Y9Gk2PDA,PZNMPWCViVX8JLsn10MSnQ,2014-06-27,Diablo Dog on the Deck.  Friday!,0,tip
hsRjct8UiUHU54B983GmcA,PZNMPWCViVX8JLsn10MSnQ,2015-07-24,Hubs is going on a rabbit run to Wholey's today.  Cannot wait until Fall for Hasenpfeffer!,0,tip
3GuqcEYaF1d1WXcwOX5xPw,PZNMPWCViVX8JLsn10MSnQ,2014-02-02,"Roasted root hash!  Wahoo!  Sorry, we're out...  Ok... breakfast sandwich, bacon and asiago. Great #2 choice for a rainy morning.",0,tip
MNmQ1s-zdjEgm3bdRs7iEw,PZNMPWCViVX8JLsn10MSnQ,2014-01-28,Roasted Duck Curry was perfect!  Pad Phet Neau is an old favorite of my companion.,0,tip
MNmQ1s-zdjEgm3bdRs7iEw,PZNMPWCViVX8JLsn10MSnQ,2014-06-30,Avocado Smoothie. Fabulous!,0,tip
oP0eUhf44jU71-I8DwKU5A,PZNMPWCViVX8JLsn10MSnQ,2016-04-21,An Italian restaurant with no anchovies. Not cool.,0,tip
Bf-yMQiSmDZyqfGyFKQ0bA,PZNMPWCViVX8JLsn10MSnQ,2014-02-01,Arsenal cider!,0,tip
opjEyudWKz_AJreQs959Aw,PZNMPWCViVX8JLsn10MSnQ,2014-02-06,Hot spaghetti sauce.   The best!,0,tip
Fh-mO_bD6AuSnJab5r6i0A,PZNMPWCViVX8JLsn10MSnQ,2015-06-01,Monday night wings !,0,tip
7Av7uSgowKNGQtnxWxcKxg,PZNMPWCViVX8JLsn10MSnQ,2015-07-29,Taco pizza.  The best!,0,tip
_R1jBQQieKpNGMBqmrLRyA,PZNMPWCViVX8JLsn10MSnQ,2014-02-08,Quail!  Sangria!,0,tip
s36Rk0jd78z75LaqifnU3Q,PZNMPWCViVX8JLsn10MSnQ,2014-01-27,Speedy Gonzales!  Yum!,0,tip
s36Rk0jd78z75LaqifnU3Q,PZNMPWCViVX8JLsn10MSnQ,2014-05-05,Happy Cinco!,0,tip
462vn0tiPlmWRcP71yYOTQ,PZNMPWCViVX8JLsn10MSnQ,2014-01-22,Sweet potato roll!,0,tip
462vn0tiPlmWRcP71yYOTQ,PZNMPWCViVX8JLsn10MSnQ,2015-11-07,Don't forget:  BYOB!,0,tip
ZJjcyXWPg_d-jx7obAtitA,PZNMPWCViVX8JLsn10MSnQ,2014-07-06,Patio is beautiful; however the service is nothing close to the inside service.,0,tip
ZJjcyXWPg_d-jx7obAtitA,PZNMPWCViVX8JLsn10MSnQ,2015-10-30,Pumpkin Apple Cider Fizz.  Epic.,0,tip
gh6__q2WXFuyN8gt6VAnWw,PZNMPWCViVX8JLsn10MSnQ,2016-04-11,"Pittsburgh says:  GREAT FOOD!  Thanks, Luby!",0,tip
-8ILwSisSrTzcyy_Z0o9oA,PZNMPWCViVX8JLsn10MSnQ,2014-04-24,Meeting an old friend at a new place! We'll be talking AND laughing with our mouths full!!!,0,tip
X4QbkHl7pOTVsgLa7XuUBg,PZNMPWCViVX8JLsn10MSnQ,2016-09-06,"I know I'm going to love this place, based on one visit and before even eating!",0,tip
sAU0FbmsQwcwk3uvvvtIgw,P_BIoF_MZY3zyCSoPXRt6A,2015-05-01,Loved this place great pub food and good beer selection.,0,tip
sAU0FbmsQwcwk3uvvvtIgw,rGuevqz7WCka0f4UfkHurQ,2016-06-14,Schmidt's Tavern is now closed permanently and up for sale.,0,tip
PgdQrTSOX132EgNj8VPNlg,rGuevqz7WCka0f4UfkHurQ,2016-01-16,Try the bomb banana slammin' margarita!,0,tip
vXEZ-r6fah-5Fjt3a6c-Gw,rGuevqz7WCka0f4UfkHurQ,2016-06-13,Want to enjoy the cheesecake factory without a long wait? Go there at lunch time Monday thru Thursday (11 - 1) you're in and out quick. And the food always seems a little better when they're not as busy.,0,tip
IBGrQ6YUywBp1Hqu9c1LZQ,rGuevqz7WCka0f4UfkHurQ,2015-11-21,Try The Flying Dog The Fear Imperial Pumkin beer! Its excellent!,1,tip
sAU0FbmsQwcwk3uvvvtIgw,w_sHTw7fEH7WE1Z0RKZ8Ow,2012-10-20,This is by far the most mom and pops place that I've ever been to with the food receiving the attention you will expect made from somebody in their homes kitchen and a very generous amount to boot.....!,0,tip
oQDUqkRer00JcB6DDRNH5A,w_sHTw7fEH7WE1Z0RKZ8Ow,2013-11-18,Crabby egg Benedicts blew my taste buds away.....and lets not forget theor pumpkin pancakes. Love this place.,1,tip
IBGrQ6YUywBp1Hqu9c1LZQ,w_sHTw7fEH7WE1Z0RKZ8Ow,2012-10-13,Awesome Burgers and wings,0,tip
JxSmlL_MckX0dvS5XBg0Cg,w_sHTw7fEH7WE1Z0RKZ8Ow,2013-08-06,"Polli kallo magazi..telios Gyros. Giasas pedia, Fovera ta souflakia...!  Manolis.",0,tip
O2OYKd7YYq9tPHDzKpI4SA,DL586R0DLsq3tyv5THqxcg,2012-11-28,Hardwood grill with perfectly cooked meat.  Enough said.  Ok not quite enough - the broccoli is awesome too.  Really.  Get it.,0,tip
O2OYKd7YYq9tPHDzKpI4SA,a4pc6NRtbGkO7koP8qrVsg,2014-07-08,I love the steak kabobs!!!!!!!!!!!!,0,tip
pGjtxXBq4tZcdKdgTU-Tww,a4pc6NRtbGkO7koP8qrVsg,2016-10-28,One of the. Eat buffet I have been to in an very long time,0,tip
O2OYKd7YYq9tPHDzKpI4SA,6_T4lVXW6Uf_rOFI-NtkMQ,2015-01-31,"Awesome food, great service! No credit cards, cash only, but they do have an ATM",0,tip
O2OYKd7YYq9tPHDzKpI4SA,Xe-Dlatnkz9A9l8oyDgU9Q,2012-03-23,Been two years since I was here last.,0,tip
ESzO3Av0b1_TzKOiqzbQYQ,Xe-Dlatnkz9A9l8oyDgU9Q,2012-03-14,InfraGard Pittsburgh event.,0,tip
cGQKUOAZm_VHcQOJWbatog,Xe-Dlatnkz9A9l8oyDgU9Q,2011-12-09,Work celebration.,0,tip
nzaEIvPWOL9UQhpGWy2fqA,Xe-Dlatnkz9A9l8oyDgU9Q,2011-07-22,Finally dinner.,0,tip
QqbZA4r5g1vCbOxOAKJgWg,Xe-Dlatnkz9A9l8oyDgU9Q,2011-12-20,Ole Lunch Crew holiday dinner.,0,tip
7Lgle1Ue5f8TT64w3drPag,Xe-Dlatnkz9A9l8oyDgU9Q,2012-01-14,Land Rover gathering,0,tip
7Lgle1Ue5f8TT64w3drPag,Xe-Dlatnkz9A9l8oyDgU9Q,2012-01-27,Operation Iron Frog.,0,tip
7Lgle1Ue5f8TT64w3drPag,Xe-Dlatnkz9A9l8oyDgU9Q,2012-01-29,Operation Iron Frog,0,tip
7Lgle1Ue5f8TT64w3drPag,Xe-Dlatnkz9A9l8oyDgU9Q,2012-02-11,Post off road dinner,0,tip
7Lgle1Ue5f8TT64w3drPag,Xe-Dlatnkz9A9l8oyDgU9Q,2012-05-26,Calzone time. That's the one with ricotta cheese right?,0,tip
7Lgle1Ue5f8TT64w3drPag,Xe-Dlatnkz9A9l8oyDgU9Q,2012-07-11,Old lunch crew - Mainframe Yoney,0,tip
7Lgle1Ue5f8TT64w3drPag,Xe-Dlatnkz9A9l8oyDgU9Q,2012-07-20,Pre British Car Day fuel up.,0,tip
7Lgle1Ue5f8TT64w3drPag,Xe-Dlatnkz9A9l8oyDgU9Q,2011-04-22,Lunch with the old work crew,0,tip
nJbeMF8x5usg_RfrXx4P5A,Xe-Dlatnkz9A9l8oyDgU9Q,2011-09-10,"Actually ""Rey Azteca"", until yelp changes it... FPLRG meet up",0,tip
Gepy89vtr6J2LFTb-dUPrQ,Xe-Dlatnkz9A9l8oyDgU9Q,2011-04-17,Operation Beacon Plastic: debrief,0,tip
X2wlWnV3GhJcs-Dnlxr2mQ,Xe-Dlatnkz9A9l8oyDgU9Q,2011-06-13,Great fish,0,tip
rmzOeemTM-1jiJprpHec0A,Xe-Dlatnkz9A9l8oyDgU9Q,2012-02-28,We good?,0,tip
slMjKmGTnufGx6ZWR6Mg3A,Xe-Dlatnkz9A9l8oyDgU9Q,2012-06-07,Pre JoCo show...,0,tip
ZoFnfG7yrQWpvGR-etdGTw,Xe-Dlatnkz9A9l8oyDgU9Q,2011-06-13,Monthly EF 1985 gathering.,0,tip
1hDSdypYCwmZbmKY6MECxA,Xe-Dlatnkz9A9l8oyDgU9Q,2011-06-24,Teriyaki burger today.,0,tip
1hDSdypYCwmZbmKY6MECxA,Xe-Dlatnkz9A9l8oyDgU9Q,2011-07-25,The last week. He will be missed.,0,tip
1hDSdypYCwmZbmKY6MECxA,Xe-Dlatnkz9A9l8oyDgU9Q,2011-07-26,Final days...,0,tip
1hDSdypYCwmZbmKY6MECxA,Xe-Dlatnkz9A9l8oyDgU9Q,2011-07-27,Is this the final day?,0,tip
1hDSdypYCwmZbmKY6MECxA,Xe-Dlatnkz9A9l8oyDgU9Q,2011-07-28,Last day. Good luck Johnny in your new life.,0,tip
ehaoreB8IzKY8KvRGqxcUA,Xe-Dlatnkz9A9l8oyDgU9Q,2011-04-15,Catching up with PSG colleague.,0,tip
ehaoreB8IzKY8KvRGqxcUA,Xe-Dlatnkz9A9l8oyDgU9Q,2011-09-28,EF Warrior meet up,0,tip
RThuRlhMdowhtY8vITEIzQ,Xe-Dlatnkz9A9l8oyDgU9Q,2012-04-09,First time in years.,0,tip
m_zeXzkj3btfvRJiPVw8Ug,Xe-Dlatnkz9A9l8oyDgU9Q,2012-06-21,Haven't been here in years and never for lunch.,0,tip
EWJbWp3oOwDsv4Lo5eZWxw,Xe-Dlatnkz9A9l8oyDgU9Q,2012-07-21,Post #PVGP meal and chat.,0,tip
EWJbWp3oOwDsv4Lo5eZWxw,Xe-Dlatnkz9A9l8oyDgU9Q,2011-07-02,With my mum.,0,tip
dRJgJylofavL0i3xq1wEbw,Xe-Dlatnkz9A9l8oyDgU9Q,2012-02-04,Operation Meaningful Laser,0,tip
e9KXojla4OuVP7qcC5LNsg,Xe-Dlatnkz9A9l8oyDgU9Q,2011-04-11,With my high school peeps,0,tip
e9KXojla4OuVP7qcC5LNsg,Xe-Dlatnkz9A9l8oyDgU9Q,2011-08-25,Late lunch with former AYE colleague,0,tip
e9KXojla4OuVP7qcC5LNsg,Xe-Dlatnkz9A9l8oyDgU9Q,2012-04-13,Another lunch. Another friend.,0,tip
jxNdYI9sQmTkqfpTsmhGtg,Xe-Dlatnkz9A9l8oyDgU9Q,2011-04-08,Good pizza. Don't like the cig smoke.,0,tip
NBeX33C2lB6KMqpbSueHjw,Xe-Dlatnkz9A9l8oyDgU9Q,2012-02-29,EF Class of 1985 lunch.,0,tip
u7CxxEzx8hvjoJ8onN4zTg,Xe-Dlatnkz9A9l8oyDgU9Q,2012-05-04,Pickup.,0,tip
O4eH0Hlu7lr_uuE2-Ymydw,Xe-Dlatnkz9A9l8oyDgU9Q,2012-06-14,Trivia night is back for the summer.,0,tip
O4eH0Hlu7lr_uuE2-Ymydw,Xe-Dlatnkz9A9l8oyDgU9Q,2012-06-21,Trivia Night.,0,tip
O4eH0Hlu7lr_uuE2-Ymydw,Xe-Dlatnkz9A9l8oyDgU9Q,2012-06-28,It's a trivia night in Pittsburgh...,0,tip
O4eH0Hlu7lr_uuE2-Ymydw,Xe-Dlatnkz9A9l8oyDgU9Q,2012-07-12,Operation: Weathered Boxing. Team: Curiously Lethargic Fish,0,tip
1cGyzWtfOoDiE8V0OR85yA,Xe-Dlatnkz9A9l8oyDgU9Q,2012-06-27,Li ge waffle...,0,tip
1cGyzWtfOoDiE8V0OR85yA,Xe-Dlatnkz9A9l8oyDgU9Q,2012-06-28,"Une fois encore, mes amis.",0,tip
uqNCIsAUgH0YxIXq5BWYTA,Xe-Dlatnkz9A9l8oyDgU9Q,2011-11-29,Always such pleasant staff.,0,tip
W5LqZikASAOuLFeFveWpPw,Xe-Dlatnkz9A9l8oyDgU9Q,2012-05-11,Because I can't eat at the Greek food feat everyday.,0,tip
QIy5y_CnXcCGuvwxo79VWw,Xe-Dlatnkz9A9l8oyDgU9Q,2012-02-04,Operation Meaningful Laser,0,tip
CaETzvd1cA5mYaCReGAHjA,Xe-Dlatnkz9A9l8oyDgU9Q,2012-01-10,InfraGard board meeting.,0,tip
X4CRPHvv-33kjxVJISZpUg,Xe-Dlatnkz9A9l8oyDgU9Q,2011-03-09,Decent food at a good price. Fast service.,0,tip
O1ird5yRyuDFnOmYu90OoA,Xe-Dlatnkz9A9l8oyDgU9Q,2011-11-07,Pre-show tweetup.,0,tip
VFv7NcPW9ajUTLleJ8wOQA,Xe-Dlatnkz9A9l8oyDgU9Q,2012-06-13,Always too loud in here though.,0,tip
LdYP5VXGBB4l_gypkLuzhQ,Xe-Dlatnkz9A9l8oyDgU9Q,2011-10-05,Success. Actually in Oakland.,0,tip
j3IEZP4nQAt7fkxmerLMbA,Xe-Dlatnkz9A9l8oyDgU9Q,2012-04-25,Bring it on,0,tip
u6XxSPpzjlniCEbLxFpkyQ,Xe-Dlatnkz9A9l8oyDgU9Q,2012-07-06,I have arrived.,0,tip
Eg_M8eeu9SDEdbP7iUmVbQ,Xe-Dlatnkz9A9l8oyDgU9Q,2011-12-19,EF Class of 1985 (Oakland Crew),0,tip
