review_id,user_id,date,useful,text,cool,stars,business_id,type,funny
tebBZw0NttA_4xjV10k1xA,4ZecK0IVM-5_E5-wczXqZg,2009-10-03,0,"Worst sushi rolls ever -- the shape and size of a box of Tic Tacs with chewy rice and a rectangular layer of raw fish on the top. Bland, difficult to eat. We were hoping it was the same chef as Social House (restaurant at what is now Khotan's spot) because there was a jalapeno yellowtail sashimi on the menu (like the amazing one we'd had at Social House two years ago). The jalapeno yellowtail sashimi was actually excellent. The rest of the meal was totally downhill. When we started walking upstairs to get our table, the maitre 'd called out, ""Watch your step because if you fall, I'd have to laugh at you.""
So, they can't make sushi and they have some clueless staffers too. Don't waste your time or if you insist on going, try the hot foods versus the sushi rolls.",0,2,4uiijOUDzc-DeIb2XcKW_A,review,0
ud02HHp2XgjV8d4xBm4eIw,pRAPaBJ-MyO70-aVAX36Mg,2009-11-20,0,"My girlfriend and I stayed at TI and we were looking for an easy dinner one night, so we decided to stroll into Khotan.  Meh...

I wouldn't say the food was bad, but it wasn't good.  I think the best word to describe it would be: amateurish.  It would be hard to believe that they had real sushi chefs in the kitchen, or that they used high quality fish.  Some of the fish didn't taste like anything!  No taste!

The service was pretty good, but our waiter didn't seem to know much about fish.

Don't waste your money on the Jalepeno Hamachi appetizer.  I don't know how anyone could have the nerve to charge $22 for 5 tiny pieces low grade Hamachi (if it even was Hamachi) on a chip.  The Tuna Tartare wasn't that great either...  I've had better hors d'oeuvres at weddings.

The concept of the Salmon Parmesan roll sounded good, but when eating it, the Parmesan didn't make sense.  I was in the mood for noodles, so we also ordered the Crab Lo Mein.  It was basically ramen noodles with a few pieces of tasteless crab on top.  I could've made ramen noodles and topped it with imitation crab for about $2 and it would have been just as good, or better, than their $14 dish.",0,2,4uiijOUDzc-DeIb2XcKW_A,review,0
cPVGvM9haeAjMPZtbMlDOw,lac5Nj5BOKhSJjEfT7oZxg,2010-09-02,1,"I was extremely excited to visit this restuarant since I""d been planning my reservation there for weeks, thanks to a smart groupon buy.  I have to say our seating was amazing out on the scenic deck.  However, I do have to say, that the food was blah.  I ordered the Salt and Pepper Prawns and the waiter expressed to me that they had a few shells underneath HOWEVER the Prawns came whole, fried with shells and eyes.  I mentioned that I was expecting a few shells but couldn't eat through these,,,he said well, I told you that it came with shells and half-heartely offered to recook them.  This only after the plate had been sitting for twenty minutes.  He avoided our table like the plague as I could tell he could clearly see I was NOT eating.  AT the end he offered a free dessert but by that time it was a little too late for me.  I don't like to compare high end asian restaurant to PF CHANGs but on this night PF would win.  Try The GRand Wok in the MGM grand.",0,2,4uiijOUDzc-DeIb2XcKW_A,review,0
mUPdz50uiC_kPsEH8A9_Ew,WI5CkCRbzcUdFAU941mdYA,2011-03-17,0,"Only 4 stars because of the expense--without our $55 Groupon, our meal for two, including one large house sake, would have been over $100.

However, even if we hadn't had the Groupon, it would have been WELL worth the money. What a find!! The decor is gorgeous, we were waited on by two attentive garcons (sat at the sushi bar so chatted with the sushi chefs as well), and the menu is extremely creative and--most importantly--DELICIOUS. 

Our waiter recommended the yellowtail appetizer with tempura jalepenos in a light, yummy sauce and WOW was he right. We both ""mm'd"" through our whole meal, starting right from the tasty beginning. 

Every piece of sushi (we got the large maki for dinner so we received about 20 pieces of sushi) was fresh, generous and absolutely fantastic. 

By the time we finished our large dinner order we were almost full, but definitely not ready to stop eating! We each ordered another round of nigiri--my boyfriend got tuna and I got salmon, YUM!

What a hidden gem...thanks to Groupon for helping us find this one! We will DEFINITELY be returning next time we're in Vegas.",0,4,4uiijOUDzc-DeIb2XcKW_A,review,0
5amEF7AHj87DXTEvblEw8Q,YSFhFKYaotk5rE3VECcQxg,2010-04-26,0,"Sushi was very average and very expensive with no wow factor. Tasted just ""bleh"". Miso soup was very salty and ginger salad was made from a lot of weird lettuce that was not cut small and difficult to eat. Took a long time to get the salad. We asked to sit on the balcony to watch the show and they gave us a table at the backside so we couldn't see. Service was barely ok and kept making excuses why it was taking so long.",0,2,4uiijOUDzc-DeIb2XcKW_A,review,0
XQaK1CiSsJdsxJP5uhRccg,AbC6lu_5RrMgslQeocvzRg,2015-02-13,0,"A Superficial place in Treasure Island, trying too hard to be upscale, however, the food quality does not meet its price tag, which is way overly priced.  Fast food quality, price higher than TAO, go figure. Staff also try too hard and gets annoying. No wonder their business is not good at all. TI is not an upscale place to visit either...",0,1,4uiijOUDzc-DeIb2XcKW_A,review,0
D0JqU2amlbvcDdsB1wQuHw,PPCFx8NTgsELmNogzDjL0g,2010-05-01,2,"I can't say from my experience that I understand the mediocre reviews for Khotan. My wife and I thoroughly enjoyed our meal. We didn't have the sushi and stuck to mainstream pekinese type dishes; lettuce wraps, edamame (ok, they're Japaneze), lobster curry and sweet&sour chicken, all of which were fresh and tasty. 

I suspect this place may suffer from an expectations standpoint. It is not that expensive, we paid approaching twice the price at Jasmine two nights before for a similar quality meal. I am going to brutally honest here and suggest what is expensive to a TI guest is not the same to a Bellagio one ( we are neither by the way). 

Give this place a try. We really liked it.",1,4,4uiijOUDzc-DeIb2XcKW_A,review,0
U_P13SRuczdXTYD1zgu96Q,gq8dZgJConBUANpSFzKKjg,2011-01-22,0,"Like several other reviewers, I went to Khotan because a friend had a Groupon and we of course waited until the last minute to use it.

I checked out the menu before going and was really scared.  It really looked like a Panda Express menu with such exotic choices as sweet and sour chicken, orange chicken, and beef and broccoli.  Authentic, Khotan is not. But, hey, it's food and we had a coupon.

The decor inside is really wonderful, with really interesting jade statues, ivory carvings, and a wall of gold, vault-like boxes. A++ for effort there.

We were seated outside and it was  a nice night.  But, seriously, that Sirens show is craptastic and if you're not a fan, sit inside.

We ordered Khotan lobster, chicken lo mein, brown rice, and a tempura platter.  The sauce in the Khotan lobster is great, but, gasp, it's $36. The chicken lo mein was ""eh,"" very boring and the chicken was slightly overcooked. The tempura platter was delicious but anything fried always is.  I'm conflicted because I generally liked the execution, food, and service, but it was such a boring menu I'd probably never go back.  If you want expensive Panda Express-esque food with a strip view, however, this is your place.",0,3,4uiijOUDzc-DeIb2XcKW_A,review,0
Ulb1lFkd2EjXiXk_8lIsDQ,wDdh7cLIFK08KtJhj5q9uA,2010-02-02,1,"We stumbled upon khotan by pure laziness...We were watching the TI show (wow...not kid friendly anymore) and gambled a little before we started getting some hunger pangs.  So we wandered a little bit and saw the downstairs opening for this place.  We thought it was a small casual place and had no idea it was considered upscale dining.

The host greeted us then talked into his ear radio....He then escorted us to the elevator and sent us up.  We were then greeted by another host and seated in the bar area since it was a quiet sunday night.  We just needed a few bites to eat so we could make our flight without starving.

Started off w. some edamame (the norm, nothing crazy) then we shared chicken lollipops (not bad), kobe sliders (looked dry but were actually moist), gai lan side dish (cant go wrong w/ veggies) and a noodle dish (don't remember which but it was dry dry dry and super chewy/tough rice noodles...terrible).

It was just a spot we ended up at due to convenience of it's location...right in front of us as we were about to give up looking...

Food was good but not memorable. (well except the super awful noodle dish)",1,2,4uiijOUDzc-DeIb2XcKW_A,review,0
3oy99xSSdewIQxS3Vc4M6A,c3oKqsoDC9SDjJjP1LMARA,2011-03-18,0,"The restaurant was pretty slick, great atmosphere and a really cool patio. If you happen to go for dinner the pirate show is pretty cool since you are watching it from the back side of the boats. The Edamame was really buttery and apps were spot on. The drinks were great, and my ginger mojito was really refreshing after a long day on my feet. 

The reason this wasn't a 4 star was because my diner was rather salty and not much better than something I would get at my local Chinese take out place. The food was so so, but the drinks, app and atmosphere were great.  

Worth a visit and they frequently have Groupons and happy hour specials.",0,3,4uiijOUDzc-DeIb2XcKW_A,review,0
keG92lC9WWLPvRn1Yne8Sg,-ObHxZTruZ2YGkoamYFhyQ,2010-08-16,1,"We used a Groupon to try out this restaurant in TI.  We sat at a table on the patio to watch the 8pm Sirens show.  

Pros:
- nice patio with misters and adequate seating.  Good location to see the show (even if the show is GOD AWFUL- but I won't rate this place according to the show.  My eyes were bleeding after watching it.)
- decent variety of food selections and full bar
- decor and ambience were pretty nice

Cons:
- food was overpriced for the quality.  I had the Teriyaki chicken, which was dry.  California Roll appetizer was dry and fell apart.  The lettuce wraps were decent appetizers, as was the tempura platter.  We ordered a lot of food and were really underwhelmed.  
- service was uninspired and our waitress looked really annoyed to have to walk to our table, which was located a bit out of the way.  She disappeared for a bit while we ate and my husband had to go to the kitchen to get more soy sauce.  We eventually had to call out the Mgr to ask for service, and things got better after that.  He was very apologetic and checked in to make sure things were OK.  

I think if we hadn't had the Groupon, we would have not come here.  Without the Groupon, we would have spent the $200 elsewhere and received much better quality food and service.  I suppose it might be worth it to come and try the lounge area during happy hour.",0,2,4uiijOUDzc-DeIb2XcKW_A,review,0
NkJM5LxehFqgsIB7LPBiCg,kEH9rD6yJbGYcvp9_2RKrQ,2011-01-08,1,"I ate at Khotan tonight with my husband, sister-in-law and her husband. We were there to use our Groupons before they expired.The service was really good. So was the lighting. We ordered the sliders, Tom Yum with chicken and the crispy asparagus to start. The sliders were pretty darn tasty with a side of pickled ginger that our server recommended. The Tom Yum was really good too. The asparagus came out ice cold. They brought us another one, but it still wasn't great hot. The coating is way too thick. We all agreed that they use Rice Krispies for the ""fry.""

For dinner, we ordered the Pad Thai (awesome), Khotan beef (decent), and crispy walnut shrimp. All of us like walnut shrimp from Ping Pang Pong and China Mama. We were expecting it to be hot. It was cold. Apparently, that's the way they serve this dish - fried cold shrimp. Once we knew, it wasn't that bad on the bed of vinegary salad. Just wasn't what we were expecting.

Our dessert of mini-cupcakes was comped. The worst cupcakes I've ever had. Three cupcakes - mango, coconut and chocolate, each with their own sauce. I really, really wanted to like them. They didn't taste fresh and were too cold. The cake wasn't fluffy and was really dense. 

The restaurant is beautiful. Worth a try. Don't expect miracles.",0,3,4uiijOUDzc-DeIb2XcKW_A,review,0
vbuArRtzxYv6c359wj07mA,24hyqUROHABynDLYTUpqkQ,2010-01-26,0,"This place is weird.  So we were greeted by the hostess in front who looked like she was wearing butt pads.  No skinny Cambodian-looking girl would have an ass that sticks out ten inches from her back unless she stuck a basketball in there, seriously.  Then she told us to go upstairs because that's where the real restaurant is at and we were again greeted by another Asian hostess. While walking upstairs, you would feel like you're in a bank's safe box room because seriously, that's what it looks like, no joke.  Fun to play with, but weird.  Am I missing some sort of cultural significance here? 

The place is dark with small tables, chairs and booths.  It took them ten minutes to hand us the menus after being seated which I thought was incredibly appalling because I'm sure they didn't forget about us.  They have candles on the tables which made it kinda uncomfortable because it seemed too romantic for our own goods (We were hungry and randomly walked into this place).  I ain't gonna lie, the food was good!  We ordered some noodles which tasted like mixed flavors of Chinese and Italian.  Surprise, surprise, it came in a tiny portion that can easily be confused as an appetizer.  WTF mang.  There were just too many selections on the menu (sarcasm) so I ordered an eye roll.  For more than a dub, it's not worth it.  But compared to other rolls I've had at other sushi places, this roll melted in my mouth with just the right amount of flavor, MmmM.  As long as its good, I like it.  

I liked how our waiter came back to refill my friend's drink a couple times without being asked.  I like attentiveness.  I like staffs who pretends to be genuine as good as they're faking it.  Having missed our menus for the first ten minutes, the service is above average. 

Even if money grew on my orange tree, I wouldn't come here again though.",0,2,4uiijOUDzc-DeIb2XcKW_A,review,3
4RN8VIj5iY8Jrx3UxTzEjw,iUHPgpGXuJ-e8jXEhvK-AA,2010-11-23,1,"I'll echo what others have said.  The service was poor.  This is a $6 million upfit and it's gorgeous.  The food is good, but not spectacular like the atmosphere.

Lots of potential here in the front and back of house.",0,3,4uiijOUDzc-DeIb2XcKW_A,review,0
H8SsK_SsLZSh6XycXxlINw,jIjC8F9Xiz7R5M-krH6OGg,2009-12-04,0,"What a waste of time and money.  We had dinner thinking that the chef from Social House was still there but I guess I should have read the other reviews posted by yelpers.  I guess if I had to describe the restaurant it would by con-fusion...horrible creations that make you think twice about eating there (salmon parmesan roll, crab lo mein Alfredo, wtf?).  Terribly expensive and it seemed that the staff didn't care too much about what was going on around them.",0,1,4uiijOUDzc-DeIb2XcKW_A,review,0
ws3sKm5MrtZEDEsjCgOAJg,HvquD8QalzpQlbXK-1KYlQ,2011-04-22,0,Not worth the money. Bad drinks and equally bad overpriced food. The pay roll was bland and possibly the worst I've ever had. It made the $35 roll taste even worse. The mongolian beef is better at P F Changs.Service was good. Decor was very nice. It takes alot  for me to say these things about any place. Good luck.,0,2,4uiijOUDzc-DeIb2XcKW_A,review,0
6ye4tUGnj1lmhm_kvK_sPg,3etKdarpGqQYpoLENXKt6A,2011-03-17,0,"Recently ate at Khotan. The food was quite good. I had the cashew chicken and my wife had sweet and sour chicken. While somewhat expensive, and the service a bit slow, it was a good experience overall especially with the Groupon discount saving us $25.",0,4,4uiijOUDzc-DeIb2XcKW_A,review,0
